Pred/Actual,0.0,1.0,2.0,OA_Resubs,OA_Holdout
0.0,131.0,22.0,0.0,,
1.0,7.0,108.0,29.0,,
2.0,0.0,29.0,124.0,,
Accuracies,,,,0.8547619047619047,0.8066666666666666
