Pred/Actual,0.0,1.0,2.0,OA_Resubs,OA_Holdout
0.0,111.0,44.0,13.0,,
1.0,33.0,93.0,6.0,,
2.0,1.0,13.0,136.0,,
Accuracies,,,,0.7976190476190477,0.7555555555555555
