Pred/Actual,0.0,1.0,2.0,OA_Resubs,OA_Holdout
0,147.0,24.0,2.0,,
1,4.0,106.0,27.0,,
2,0.0,11.0,129.0,,
Accuracies,,,,0.8571428571428571,0.8488888888888889
