Pred/Actual,0.0,1.0,2.0,OA_Resubs,OA_Holdout
0,140.0,18.0,0.0,,
1,16.0,120.0,21.0,,
2,0.0,19.0,116.0,,
Accuracies,,,,0.8714285714285714,0.8355555555555556
